ID,name,address,type,length,deadband,label,ELEMENT_NAME,varInvalid1,functTrans,SubscriptionPeriod,RefreshPeriod,link_object_is_from_object_type
:R:A:POLE_OCC:FEP:SYS:FG01:VE0007,deiOCCSYSFEPFG01-LINK4,000/002/00145/5/000001,DEIV,4,0,FG01 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02,FG02,,,,,FG02,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0001,deiOCCSYSFEPFG02-COM,$ComStatus-00147/4+5,DEIV,4,0,FG02 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0002,deiOCCSYSFEPFG02-INF,$InfStatus-00097/4+5,DEIV,4,0,FG02 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0003,deoOCCSYSFEPFG02-SET,$SetComStatus-00097-1,DEOV,4,0,FG02 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0004,deiOCCSYSFEPFG02-LINK1,000/001/00147/4/000001,DEIV,4,0,FG02 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0005,deiOCCSYSFEPFG02-LINK2,000/001/00147/5/000001,DEIV,4,0,FG02 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0006,deiOCCSYSFEPFG02-LINK3,000/002/00147/4/000001,DEIV,4,0,FG02 - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:FG02:VE0007,deiOCCSYSFEPFG02-LINK4,000/002/00147/5/000001,DEIV,4,0,FG02 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS,UPS,,,,,UPS,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0001,deiOCCSYSFEPUPS-COM,$ComStatus-00165/4+5,DEIV,4,0,UPS - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0002,deiOCCSYSFEPUPS-INF,$InfStatus-00112/4+5,DEIV,4,0,UPS - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0003,deoOCCSYSFEPUPS-SET,$SetComStatus-00112-1,DEOV,4,0,UPS - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0004,deiOCCSYSFEPUPS-LINK1,000/001/00165/4/000001,DEIV,4,0,UPS - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0005,deiOCCSYSFEPUPS-LINK2,000/001/00165/5/000001,DEIV,4,0,UPS - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0006,deiOCCSYSFEPUPS-LINK3,000/002/00165/4/000001,DEIV,4,0,UPS - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:UPS:VE0007,deiOCCSYSFEPUPS-LINK4,000/002/00165/5/000001,DEIV,4,0,UPS - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01,ASD01,,,,,ASD01,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0001,deiOCCSYSFEPASD01-COM,$ComStatus-00105/4+5,DEIV,4,0,ASD01 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0002,deiOCCSYSFEPASD01-INF,$InfStatus-00064/4+5,DEIV,4,0,ASD01 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0003,deoOCCSYSFEPASD01-SET,$SetComStatus-00064-1,DEOV,4,0,ASD01 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0004,deiOCCSYSFEPASD01-LINK1,000/001/00105/4/000001,DEIV,4,0,ASD01 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0005,deiOCCSYSFEPASD01-LINK2,000/001/00105/5/000001,DEIV,4,0,ASD01 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0006,deiOCCSYSFEPASD01-LINK3,000/002/00105/4/000001,DEIV,4,0,ASD01 - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD01:VE0007,deiOCCSYSFEPASD01-LINK4,000/002/00105/5/000001,DEIV,4,0,ASD01 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02,ASD02,,,,,ASD02,GRP_VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0001,deiOCCSYSFEPASD02-COM,$ComStatus-00107/4+5,DEIV,4,0,ASD02 - FEP COMM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0002,deiOCCSYSFEPASD02-INF,$InfStatus-00065/4+5,DEIV,4,0,ASD02 - FEP INF STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0003,deoOCCSYSFEPASD02-SET,$SetComStatus-00065-1,DEOV,4,0,ASD02 - FEP SET COM STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0004,deiOCCSYSFEPASD02-LINK1,000/001/00107/4/000001,DEIV,4,0,ASD02 - FEP LINK1 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0005,deiOCCSYSFEPASD02-LINK2,000/001/00107/5/000001,DEIV,4,0,ASD02 - FEP LINK2 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0006,deiOCCSYSFEPASD02-LINK3,000/002/00107/4/000001,DEIV,4,0,ASD02 - FEP LINK3 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD02:VE0007,deiOCCSYSFEPASD02-LINK4,000/002/00107/5/000001,DEIV,4,0,ASD02 - FEP LINK4 STATUS,VE,,,,,
:R:A:POLE_OCC:FEP:SYS:ASD03,ASD03,,,,,ASD03,GRP_VE,,,,,
